Name,State,latitude,Longitude,Elivation,Est. Population
Bhutori,Gujarat,22.77,74.35,1079,63467
Bhutádi,Gujarat,24.26,72.39,830,38662
Bhuvabar,Gujarat,23.34,73.67,298,27345
Bhuver,Gujarat,23.06,73.79,830,53045
Bhābhar,Gujarat,24.07,71.60,127,27652
Bhādia,Gujarat,22.83,69.48,52,5718
Bhādla,Gujarat,22.19,71.10,830,20292
Bhādli,Gujarat,24.38,72.27,830,33246
Bhādra,Gujarat,23.44,68.94,167,6245
Bhādrod,Gujarat,23.30,73.65,252,26371
Bhādthar,Gujarat,22.08,69.58,127,19193
Bhāgal Jagāna,Gujarat,24.13,72.39,830,63316
Bhāglia,Gujarat,23.30,73.71,249,29592
Bhāgrodia,Gujarat,24.07,72.44,830,45784
Bhākri,Gujarat,24.01,72.58,830,43946
Bhālala,Gujarat,22.85,71.89,65,7658
Bhālu Nān,Gujarat,24.05,72.74,1026,22362
Bhālusna,Gujarat,24.03,72.74,830,22219
Bhāmbhudi,Gujarat,23.97,73.22,830,23057
Bhāndu,Gujarat,23.70,72.39,305,56597
Bhānpur,Gujarat,22.59,74.20,1669,33561
Bhānpur,Gujarat,23.25,73.62,272,25569
Bhānpur,Gujarat,24.20,72.98,830,24644
Bhānpura,Gujarat,23.03,74.00,954,54825
Bhānvad,Gujarat,21.93,69.78,187,35248
Bhānāvās,Gujarat,24.06,72.78,830,22780
Bhātiwara,Gujarat,22.89,74.29,941,105631
Bhātiwāra Para,Gujarat,22.91,74.42,961,56362
Bhātiya,Gujarat,22.09,69.28,108,14879
Bhātmoāri,Gujarat,23.19,74.00,830,67318
Bhāvisana,Gujarat,24.15,72.36,830,52997
Bhāyala,Gujarat,22.76,72.31,65,34697
Bhāyāradar,Gujarat,21.86,70.25,259,30211
Bhāyāvadar,Gujarat,21.86,70.25,259,30211
Bhīlpur,Gujarat,22.41,73.95,830,27863
Bhīmpuri,Gujarat,23.16,74.26,830,43806
Biamari,Gujarat,23.08,74.15,849,57405
Biasar,Gujarat,23.08,73.62,360,65030
Bibipura,Gujarat,23.21,73.13,295,29280
Bid Muwara,Gujarat,23.24,73.75,308,32357
Bid Para,Gujarat,22.79,74.31,1010,97179
Bidada,Gujarat,22.90,69.48,101,8364
Bildi,Gujarat,21.87,70.95,830,20426
Bilia,Gujarat,22.71,74.17,1669,43051
Bilimor,Gujarat,20.77,72.96,26,151435
Bilimora,Gujarat,20.77,72.96,26,151435
Bilkha,Gujarat,21.44,70.60,305,40406
Bilodra,Gujarat,23.52,72.65,321,57425
Bilwania,Gujarat,23.00,73.90,830,56939
Birpur,Gujarat,24.14,73.07,892,19711
Birpur,Gujarat,24.25,72.99,830,25109
Boali,Gujarat,23.51,73.56,830,54189
Boghadwa,Gujarat,22.67,74.00,830,42613
Bokan Nada,Gujarat,23.29,73.72,236,29917
Bokri,Gujarat,22.92,70.57,55,10266
Bolel,Gujarat,23.13,73.21,269,29111
Bomaru,Gujarat,24.01,73.24,925,20877
Bor,Gujarat,23.19,73.20,298,28906
Bor-No-Math,Gujarat,23.19,73.19,288,28906
Borchapra,Gujarat,22.04,74.06,859,486
Bordi,Gujarat,23.14,73.30,298,35341
Bordi,Gujarat,23.00,73.45,183,42116
Bordi,Gujarat,22.86,74.35,980,90466
Bordiāla,Gujarat,24.21,72.89,830,26333
Borgam,Gujarat,21.25,73.68,203,7400
Boria,Gujarat,22.56,71.73,193,20110
Boria,Gujarat,23.04,73.66,830,41163
Boria Mota,Gujarat,23.21,73.69,301,34704
Boriabhit,Gujarat,23.09,74.02,938,64816
Boridebar,Gujarat,24.16,73.11,882,15640
Borikuva,Gujarat,21.54,74.03,354,27216
Borkhera,Gujarat,22.79,74.32,1010,81112
Borki,Gujarat,22.92,70.57,55,10266
Borpāni,Gujarat,23.04,74.08,1003,59473
Borsad,Gujarat,22.41,72.90,98,140705
Borsad,Gujarat,23.06,74.30,830,49152
Borsi,Gujarat,23.55,73.54,830,50431
Bortha,Gujarat,21.49,74.08,314,31279
Borvāi,Gujarat,23.39,73.65,830,26156
Borwa Para,Gujarat,22.71,74.23,1204,53836
Borwantia Muwara,Gujarat,23.12,73.28,291,31913
Bothala,Gujarat,23.05,73.31,278,33077
Botād,Gujarat,22.17,71.67,229,104215
Boyaria,Gujarat,23.14,73.72,380,39933
Bramhapuri,Gujarat,23.79,73.09,830,34418
Bramhapuri,Gujarat,23.15,73.66,282,59343
Brancavara,Gujarat,20.71,70.88,29,11083
Broach,Gujarat,21.99,72.87,26,18166
Broach,Gujarat,21.69,72.98,0,123669
Buchavada,Gujarat,23.31,73.76,246,30098
Buchow,Gujarat,23.30,70.34,193,23430
Budhia,Gujarat,23.82,73.06,830,44450
Budhpur,Gujarat,23.22,73.84,830,33544
Budhsagar,Gujarat,23.93,73.08,830,28027
Bugadh,Gujarat,23.31,73.87,269,33534
Buhari,Gujarat,20.97,73.31,196,22496
Bulsar,Gujarat,20.62,72.93,82,139568
Bunjar,Gujarat,22.03,74.08,885,1526
Bunxivara,Gujarat,20.72,70.90,36,11510
Burcala,Gujarat,22.15,71.89,45,16171
Bureli,Gujarat,23.30,73.98,830,46106
Butela,Gujarat,23.22,74.04,830,77093
Buxivará,Gujarat,20.72,70.90,36,11510
Bābidara Mota,Gujarat,23.24,73.56,291,25288
Bābra,Gujarat,21.85,71.31,830,15645
Bādarpur,Gujarat,23.24,73.32,331,27983
Bādhar Bāriya Muwara,Gujarat,23.03,73.19,272,41945
Bādharpur,Gujarat,23.24,73.52,331,26309
Bājiji Muwara,Gujarat,23.06,73.23,272,31774
Bākuri,Gujarat,22.03,69.34,111,14900
Bālachadi,Gujarat,22.60,70.22,26,7878
Bālāgām,Gujarat,21.37,70.10,36,26140
Bālāsar,Gujarat,23.84,70.67,82,6360
Bālāsinor,Gujarat,22.96,73.34,246,67882
Bāmanbore,Gujarat,22.42,71.03,830,17662
Bāmanwād,Gujarat,23.06,73.54,255,43359
Bāmaswari,Gujarat,22.17,74.09,830,4359
Bāndivāv,Gujarat,23.32,73.76,269,30098
Bāntva,Gujarat,21.49,70.08,72,29165
Bāola,Gujarat,22.83,72.36,85,49573
Bāori,Gujarat,20.83,73.45,370,35138
Bāpada,Gujarat,21.61,69.81,78,26243
Bār,Gujarat,23.16,73.42,272,70855
Bār Sūlera,Gujarat,23.28,74.07,1003,64295
Bāra,Gujarat,23.18,74.10,994,65186
Bāra Beri,Gujarat,24.41,73.01,997,22410
Bārdoli,Gujarat,21.12,73.11,72,102414
Bāria,Gujarat,22.71,73.91,830,48168
Bāria Muwara,Gujarat,23.24,73.48,347,27116
Bāriāna Muwara,Gujarat,23.01,73.21,262,40386
Bārot Mota,Gujarat,23.08,73.64,367,55137
Bārot Mota,Gujarat,23.16,73.58,229,57957
Bārām Para,Gujarat,22.91,74.32,885,76487
Bāsaul,Gujarat,24.08,73.08,830,30295
Bāthānākua Muwara,Gujarat,23.04,73.25,269,31644
Bātivāda,Gujarat,23.48,73.53,830,52429
Bātwa,Gujarat,22.96,72.61,131,1391594
Bāwal,Gujarat,24.20,73.03,830,22114
Bāwalia,Gujarat,24.20,73.08,830,16770
Bāäd,Gujarat,23.22,73.21,298,28905
Cambay,Gujarat,22.32,72.62,78,92240
Canari,Gujarat,20.25,72.93,108,68249
Chadrana,Gujarat,24.39,73.04,931,22410
Chakaldara,Gujarat,23.02,74.32,830,47026
Chakalia,Gujarat,23.04,74.29,830,54309
Chaklasi Muwara,Gujarat,23.00,73.21,259,41390
Chaklāsi,Gujarat,22.65,72.94,114,140431
Chakra,Gujarat,21.46,73.62,830,19809
Chalali,Gujarat,23.08,73.41,242,43745
Chaliāta,Gujarat,23.20,74.02,830,72650
Chaloda,Gujarat,22.80,72.45,75,35090
Chalora,Gujarat,22.80,72.45,75,35090
Chalāla,Gujarat,21.41,71.17,830,17934
Chamardi,Gujarat,21.84,71.91,45,24704
Chamaria,Gujarat,23.05,73.95,830,47800
Champalpur,Gujarat,24.04,72.95,830,23130
Champaner,Gujarat,22.48,73.55,2509,41587
Champeli,Gujarat,23.11,73.54,183,45409
Champlawat Muwara,Gujarat,23.16,73.36,298,57205
Chamu Nava,Gujarat,23.94,73.08,830,27026
Chamāria,Gujarat,23.07,73.61,830,52602
Chandap,Gujarat,23.92,72.84,830,31490
Chandarni,Gujarat,23.67,73.13,830,38058
Chandawada,Gujarat,22.75,74.21,1131,60683
Chandawari,Gujarat,21.22,70.45,830,25440
Chandisār,Gujarat,24.22,72.31,830,37863
Chandli,Gujarat,23.18,74.03,830,75847
Chandli,Gujarat,22.15,70.59,830,2750
Chandnani,Gujarat,23.67,73.13,830,38058
Chandpur,Gujarat,23.13,73.56,203,51164
Chandrani,Gujarat,23.29,70.07,196,28
Chandrawada,Gujarat,21.87,69.47,42,29935
Chandri,Gujarat,23.36,73.89,239,36107
Chandrora,Gujarat,23.58,71.98,111,28452
Chandrāla,Gujarat,23.34,72.79,308,39192
Chandsar,Gujarat,23.11,73.64,269,67037
Chandsar,Gujarat,23.10,73.65,282,59905
Chandwana,Gujarat,22.80,74.34,1023,78995
Chandwāsa,Gujarat,24.04,73.34,1223,23402
Chandyan,Gujarat,23.67,73.13,830,38058
Changa,Gujarat,24.07,72.36,830,45682
Changwāra,Gujarat,24.09,72.37,830,45901
Chaniāna,Gujarat,24.12,72.52,830,51707
Chanāsar,Gujarat,23.05,74.18,948,57418
Chaoria,Gujarat,22.17,74.00,830,14956
Chapria,Gujarat,22.10,74.03,830,0
Chaptia,Gujarat,23.09,73.19,262,33687
Chaptia,Gujarat,23.06,73.10,236,76728
Charadva,Gujarat,22.93,71.03,259,17015
Charan Mota,Gujarat,23.16,73.58,223,57957
Charara,Gujarat,23.49,72.66,305,87950
Charawālu Muwara,Gujarat,23.08,73.10,236,58887
Charel Moti,Gujarat,23.11,73.60,229,69416
Charel Nāni,Gujarat,23.10,73.61,259,69416
Chari,Gujarat,23.06,73.67,830,40600
Charia Muwara,Gujarat,23.24,73.77,314,32118
Charkha,Gujarat,21.44,71.22,830,22124
Charkhardi,Gujarat,21.90,70.66,341,27200
Charokha,Gujarat,24.19,72.38,830,71067
Charoli Moti,Gujarat,23.24,74.11,1040,61154
Charoli Nani,Gujarat,23.24,74.10,1023,63152
Charopadi Moti,Gujarat,23.37,68.69,6,4679
Charāra,Gujarat,23.13,73.78,830,37996
Chatar,Gujarat,22.13,70.23,830,10319
Chatkabeli,Gujarat,23.16,73.71,324,40662
Chatki Mota,Gujarat,23.16,73.53,190,39002
Chatrāla,Gujarat,24.36,72.26,830,36597
Chayusa Muwara,Gujarat,23.00,73.22,259,40368
Chelcna,Gujarat,24.07,72.66,830,31187
Chelāpagi Muwāra,Gujarat,23.18,73.80,830,36398
Chhabhāu,Gujarat,23.17,73.17,265,29562
Chhadwala,Gujarat,23.28,70.45,108,9206
Chhaen,Gujarat,23.16,73.78,413,37637
Chhaia,Gujarat,23.30,74.03,895,56874
Chhala,Gujarat,23.31,72.77,334,30793
Chhala Baria Mota,Gujarat,23.03,73.59,830,43062
Chhalala,Gujarat,22.42,71.81,183,20674
Chhalor,Gujarat,23.27,74.07,987,66990
Chhani,Gujarat,23.43,73.66,830,28927
Chhapi,Gujarat,24.03,72.40,830,45327
Chhapora Jiwanjina,Gujarat,23.20,73.70,308,36254
Chhapra Vanjaria,Gujarat,23.76,73.20,830,38688
Chhapria Muwara,Gujarat,23.21,73.15,291,29065
Chhapriwala Mota,Gujarat,23.18,73.54,203,33319
Chhara,Gujarat,20.74,70.72,45,37356
Chharchhora,Gujarat,22.71,74.18,1243,46952
Chharvangi,Gujarat,23.25,73.55,314,25110
Chhasia Nani,Gujarat,23.16,74.24,830,45439
Chhasra,Gujarat,22.96,69.81,170,7056
Chhatrang,Gujarat,24.44,73.01,1112,22030
Chhelaji Muwara,Gujarat,23.02,73.14,272,59591
Chhikāri,Gujarat,23.60,73.63,830,37900
Chhipdi,Gujarat,22.96,72.92,170,45306
Chhipri,Gujarat,22.96,72.92,170,45306
Chhogāla,Gujarat,23.01,73.71,830,41947
Chhota Udepur,Gujarat,22.30,74.02,830,40258
Chhuchhapura,Gujarat,22.22,73.60,216,28501
Chhāen,Gujarat,22.99,74.32,882,48939
Chhāen,Gujarat,22.90,74.31,944,93682
Chhāpora Umedjina,Gujarat,23.20,73.69,311,37394
Chhāpra,Gujarat,23.76,73.20,830,39467
Chhāpra,Gujarat,24.02,73.16,889,22437
Chhāpri,Gujarat,23.26,73.62,305,25558
Chhāpri Muwara,Gujarat,23.04,73.33,269,37306
Chhāpri Muwara,Gujarat,23.07,73.44,206,42290
Chibhad M.,Gujarat,23.10,73.10,242,42982
Chichani,Gujarat,23.11,73.97,830,50857
Chikda,Gujarat,21.52,73.65,830,19065
Chikhli,Gujarat,21.53,74.09,334,30405
Chikhli,Gujarat,23.17,73.98,830,56797
Chikhli,Gujarat,20.76,73.06,55,127763
Chikli,Gujarat,22.05,74.04,1056,0
Chikli,Gujarat,21.47,73.97,275,27037
Chikli,Gujarat,22.21,74.11,830,11921
Chikli,Gujarat,22.02,74.08,997,2058
Chikni,Gujarat,24.01,72.65,830,26894
Chilakota,Gujarat,22.74,74.12,1118,43137
Chinchba,Gujarat,22.09,74.12,830,3570
Chinchoda,Gujarat,21.51,74.24,347,42952
Chiol,Gujarat,20.43,73.11,173,29946
Chirai M,Gujarat,23.22,70.26,55,3189
Chirai Mota,Gujarat,23.22,70.26,55,3189
Chital,Gujarat,21.74,71.20,830,17393
Chitoria,Gujarat,23.09,74.20,866,57398
Chitrabāra Muwāra,Gujarat,23.10,73.88,830,38403
Chitrasani,Gujarat,24.27,72.49,830,35655
Chitrod,Gujarat,23.41,70.68,364,6407
Chitroda,Gujarat,24.06,72.60,830,40345
Chitroda,Gujarat,23.76,73.08,830,34419
Chitror,Gujarat,23.41,70.68,364,6407
Chitva,Gujarat,23.30,73.86,269,32145
Chobari,Gujarat,22.26,71.21,830,17102
Chobari,Gujarat,23.52,70.34,127,4259
Chodongri,Gujarat,24.38,72.32,830,25483
Chodwān,Gujarat,21.42,73.83,203,20078
Choila,Gujarat,23.22,73.17,295,29233
Chok,Gujarat,21.42,71.76,88,32024
Chokaria Muwara,Gujarat,23.16,73.17,262,31211
Chokhandi,Gujarat,23.57,73.58,830,43842
Chokhiamba,Gujarat,21.54,74.01,354,27191
Chokri,Gujarat,22.48,71.61,311,19423
Chopatdevi Para,Gujarat,22.79,74.28,994,98452
Chopra,Gujarat,23.10,73.61,275,69264
Chopra Bujrag,Gujarat,23.09,73.83,830,43036
Chopra Khurd,Gujarat,23.09,73.85,830,41500
Chor Warodra,Gujarat,23.12,72.22,131,26127
Choranda,Gujarat,21.99,73.17,55,37267
Chorandla,Gujarat,22.16,73.69,265,28530
Chorangla,Gujarat,22.16,73.69,265,28530
Chorbariya,Gujarat,22.71,74.01,830,42329
Chori,Gujarat,23.15,73.43,272,69121
Choridev,Gujarat,21.53,74.00,341,26973
Chorimal,Gujarat,23.86,73.31,977,26759
Chorivād,Gujarat,23.33,73.54,830,26615
Chorivād,Gujarat,23.90,73.13,830,29407
Chorsa,Gujarat,23.23,73.41,354,38774
Chorunal,Gujarat,23.86,73.31,977,26759
Chorwad,Gujarat,21.03,70.23,42,27169
Chorwar,Gujarat,21.03,70.23,42,27169
Chorādongri Muwara,Gujarat,23.03,73.26,265,32486
Chosala,Gujarat,22.93,74.25,928,70984
Chota Pipodra,Gujarat,24.20,72.94,830,25681
Chota Udaipur,Gujarat,22.30,74.02,830,40258
Chotasan,Gujarat,23.89,73.12,830,31470
Chotila,Gujarat,22.42,71.20,830,16390
Chuda,Gujarat,22.48,71.69,216,17805
Chudeswar,Gujarat,22.34,69.54,62,19013
Chula,Gujarat,23.91,73.07,830,30134
Chularia,Gujarat,23.03,73.74,396,47042
Chuna,Gujarat,21.21,71.76,144,30264
Chunda,Gujarat,21.60,70.82,830,16975
Chunel,Gujarat,22.76,73.03,144,40779
Chura,Gujarat,21.60,70.82,830,16975
Churesar,Gujarat,22.34,69.54,62,19013
Chuthāna Mota,Gujarat,23.14,73.75,406,38784
Chuwāna Mota,Gujarat,23.15,73.62,255,67642
Chākalia,Gujarat,23.05,74.31,830,48165
Chākesna,Gujarat,23.07,74.02,980,60747
Chāmu,Gujarat,23.92,73.10,830,28827
Chānasma,Gujarat,23.71,72.11,200,35751
Chāndeli Muwāra,Gujarat,23.18,73.77,374,37237
Chāndod,Gujarat,21.99,73.46,52,27926
Chāori Bāi Mota,Gujarat,23.17,73.67,301,49392
Chāoria,Gujarat,23.13,73.65,278,68149
Chāran,Gujarat,21.92,71.53,830,30468
Chārangām,Gujarat,23.06,73.45,177,42400
Chārangām,Gujarat,23.13,73.51,206,44623
Chāri,Gujarat,22.60,74.09,830,35145
Chāria Mota,Gujarat,23.15,73.52,209,42298
Chātka,Gujarat,23.01,74.32,830,48235
Chātka Mota,Gujarat,23.22,73.57,216,26013
Chāvad,Gujarat,21.81,71.40,830,16336
Chīkhli,Gujarat,21.47,73.97,275,27037
Chīkla,Gujarat,24.08,73.04,830,40083
Ciapron,Gujarat,24.26,73.10,938,15284
Civil Station,Gujarat,22.73,71.65,246,170145
Cutch Mandi,Gujarat,22.83,69.35,3,46988
Cutch-Mandvi,Gujarat,22.83,69.35,3,46988
Dabela,Gujarat,24.44,72.64,830,17564
Dabha,Gujarat,23.20,73.10,285,29201
Dabharan,Gujarat,23.32,73.55,830,26429
Dabhel,Gujarat,21.04,72.95,49,107390
Dabhoda,Gujarat,23.18,72.75,232,45786
Dabhoi,Gujarat,22.13,73.42,226,78739
Dabhoi,Gujarat,22.18,73.43,324,63790
Dabhua,Gujarat,22.62,74.02,830,40759
Dabka,Gujarat,22.25,72.96,95,54322
Dablāra,Gujarat,23.17,74.07,941,73437
Dabri Muwāra,Gujarat,23.18,73.85,830,36209
Dad,Gujarat,23.39,73.87,269,35672
Dada Muwara,Gujarat,23.16,73.15,259,31588
Dadbiali,Gujarat,21.14,71.26,370,17444
Dadhaha,Gujarat,23.56,73.37,925,36379
Dadhar Mota,Gujarat,23.71,69.84,3,269
Dadhela Mota,Gujarat,23.20,74.09,977,68400
Dadhālia,Gujarat,23.26,73.75,236,30443
Dadhālia,Gujarat,23.56,73.37,925,36379
Dafa,Gujarat,23.78,68.23,9,4
Dagachi,Gujarat,20.72,70.91,22,11301
Dagasi,Gujarat,20.72,70.91,22,11301
Daglon,Gujarat,24.04,73.37,1240,24108
Dagāla,Gujarat,23.30,69.96,275,294
Dahegam,Gujarat,23.17,72.82,232,59682
Dahej,Gujarat,21.71,72.58,26,4579
Dahida,Gujarat,21.40,71.13,830,16941
Dahinsara,Gujarat,22.96,70.62,68,8940
Dahiusara,Gujarat,22.96,70.62,68,8940
Daidarda,Gujarat,24.49,71.74,216,21158
Daisalpur,Gujarat,23.75,70.68,85,6215
Daisara,Gujarat,23.09,69.52,830,2051
Daji Pagi Muwara,Gujarat,23.15,73.19,265,29126
Dajipura Muwara,Gujarat,23.17,73.17,269,29885
Dakshaneshwar,Gujarat,23.21,73.24,328,28906
Dalelpur,Gujarat,23.36,73.59,830,31603
Daliāti,Gujarat,23.23,73.92,830,37522
Dalkhania,Gujarat,21.24,70.93,1046,13019
Dalpor,Gujarat,23.26,73.98,830,51064
Dalu Kharia Mota,Gujarat,23.14,73.59,226,66533
Dalwāi Saoli,Gujarat,23.07,73.50,183,43359
Dama,Gujarat,24.29,72.08,400,42589
Damar Muwara,Gujarat,22.80,74.38,1007,67398
Damavas,Gujarat,23.98,73.13,1669,23111
Damrala,Gujarat,21.55,70.91,830,21829
Danadra,Gujarat,23.03,73.22,265,37191
Dandgarh,Gujarat,23.05,74.26,830,56886
Dandi,Gujarat,21.33,72.62,0,6314
Dangarva,Gujarat,23.38,72.46,239,82102
Dangarvada,Gujarat,23.41,73.57,830,44435
Dangarvadi,Gujarat,20.72,70.93,26,11907
Dangia,Gujarat,24.25,72.33,830,32455
Dangrawari,Gujarat,20.72,70.93,26,11907
Dani Muwara,Gujarat,23.13,73.47,255,54328
Danta,Gujarat,24.08,72.63,830,37163
Danta,Gujarat,24.19,72.77,912,25015
Danta,Gujarat,24.11,72.65,830,38346
Danta,Gujarat,24.12,72.64,830,40960
Danta-Bhavangadh,Gujarat,24.19,72.77,912,25015
Dantali,Gujarat,23.09,73.14,249,42764
Dantia,Gujarat,22.98,74.26,898,60633
Dantiwada,Gujarat,24.34,72.34,830,23649
Dantral,Gujarat,24.32,73.02,830,23501
Dared,Gujarat,21.98,71.74,164,22783
Daroi,Gujarat,24.14,73.09,830,17199
Dasla,Gujarat,22.75,74.32,1053,65036
Daslāna,Gujarat,23.26,72.06,131,15729
Dastan,Gujarat,21.16,73.03,52,94002
Dasāda,Gujarat,23.32,71.83,55,13969
Datarda Muwara,Gujarat,23.02,73.39,209,39448
Datha,Gujarat,21.68,71.95,213,68108
Debhāri,Gujarat,23.26,73.52,370,24631
Dedadra,Gujarat,22.77,71.76,173,16560
Dedarda,Gujarat,21.49,71.72,830,28604
Dedavada,Gujarat,23.28,73.77,219,30098
Dediapada,Gujarat,21.63,73.59,830,18327
Dedān,Gujarat,21.05,71.28,272,16992
Deesa,Gujarat,24.26,72.18,830,83722
Degam,Gujarat,22.19,72.59,19,11475
Degamra,Gujarat,23.21,73.60,213,28496
Degām,Gujarat,21.70,69.60,98,50334
Dehej,Gujarat,21.71,72.58,26,4579
Dehejbāra,Gujarat,21.71,72.58,26,4579
Deheli,Gujarat,21.56,73.22,141,29025
Dehemai,Gujarat,23.16,73.22,269,28906
Dehgam,Gujarat,23.07,73.01,242,43932
Dehgām,Gujarat,23.17,72.82,232,59682
Dejar,Gujarat,23.05,73.74,383,47245
Dekāwāra,Gujarat,23.36,72.15,154,11589
Dela,Gujarat,23.18,73.75,354,38113
Deloch,Gujarat,23.04,73.84,830,57202
Delol,Gujarat,22.63,73.50,367,73518
Delsar,Gujarat,22.86,74.27,944,145710
Delvāda,Gujarat,20.78,71.05,39,41242
Delwara,Gujarat,24.02,72.97,830,22800
Delwara,Gujarat,24.24,72.38,830,47610
Demti,Gujarat,24.29,73.09,980,20015
Deo,Gujarat,23.04,73.40,219,39532
Deo Mota,Gujarat,23.19,73.67,295,39011
Deodha,Gujarat,22.76,74.32,1020,68129
Deogad,Gujarat,21.39,73.34,265,23625
Deogam,Gujarat,23.55,73.62,830,41916
Deogowalia Para,Gujarat,22.79,74.26,954,100643
Deojini Sarsaoni,Gujarat,23.09,74.14,892,57667
Deokanwala Muwara,Gujarat,23.24,73.94,830,39252
Deolia,Gujarat,23.01,70.99,124,15056
Deolia Para,Gujarat,22.88,74.40,951,71337
Deora,Gujarat,21.74,69.88,200,18367
Deori,Gujarat,23.18,73.60,239,51279
Derdi,Gujarat,24.46,72.38,830,22172
Derdi Janbai,Gujarat,21.82,71.45,830,19913
Derdi Paori,Gujarat,23.15,73.02,262,31084
Deri,Gujarat,22.25,74.08,830,18927
Deria Muwara,Gujarat,23.10,73.27,282,28980
Derkan,Gujarat,24.23,73.08,853,17223
Derol,Gujarat,23.59,72.83,396,43399
Derol,Gujarat,24.03,73.11,830,32924
Deroli,Gujarat,23.09,73.25,269,28906
Deráwáli,Gujarat,22.32,70.17,200,28344
Desalpur,Gujarat,23.75,70.68,85,6215
Desar,Gujarat,22.72,73.29,200,13473
Desotar,Gujarat,23.80,72.87,830,34422
Detroj,Gujarat,23.33,72.19,213,12421
Detroli,Gujarat,23.84,73.07,830,42717
Detvas,Gujarat,23.43,73.76,830,33183
Deul Pada,Gujarat,21.49,74.09,314,31706
Dev Mori,Gujarat,23.66,73.38,1062,40674
Dev-ni-Mori,Gujarat,23.66,73.38,1062,40674
Devani Mori,Gujarat,23.66,73.38,1062,40674
Devdānti,Gujarat,23.35,73.51,830,26086
Devgad Baria,Gujarat,22.71,73.91,830,48168
Devgadh Bariya,Gujarat,22.71,73.91,830,48168
Devhāla,Gujarat,21.49,74.26,360,36226
Devjagan,Gujarat,21.92,72.55,19,8045
Devli,Gujarat,21.94,74.08,830,1568
Devlia,Gujarat,22.79,71.85,104,8791
Devlia Juno,Gujarat,23.01,70.99,124,15056
Devtimavada,Gujarat,23.28,73.78,223,30098
Dewan,Gujarat,22.28,72.83,3,99872
Dewānia,Gujarat,23.07,74.13,895,57878
Deyall,Gujarat,21.68,71.95,213,68108
Dhaita,Gujarat,21.25,73.88,400,22973
Dhalsemal,Gujarat,23.07,74.03,997,63647
Dhamarda,Gujarat,22.86,74.32,938,117522
Dhamdi,Gujarat,23.97,73.02,879,25167
Dhamnia,Gujarat,23.01,73.55,393,43101
Dhamod,Gujarat,23.13,73.41,275,62107
Dhanal,Gujarat,24.09,72.97,830,23167
Dhanali,Gujarat,24.10,72.64,830,38080
Dhanda,Gujarat,24.18,72.56,830,47182
Dhandhalpur,Gujarat,22.39,71.36,830,15794
Dhandhuka,Gujarat,22.38,71.99,88,37691
Dhanela,Gujarat,23.10,73.40,269,49595
Dhanela,Gujarat,24.01,73.39,1669,24116
Dhanera,Gujarat,24.51,72.02,830,38456
Dhaneri,Gujarat,24.39,72.35,830,22934
Dhangdhar,Gujarat,20.88,73.46,830,28099
Dhaniana,Gujarat,24.18,72.49,830,98442
Dhanivāda,Gujarat,23.49,73.57,830,51545
Dhanpur,Gujarat,22.64,74.10,830,35462
Dhanpur,Gujarat,22.18,74.02,830,11854
Dhanpuri,Gujarat,22.18,74.04,830,5246
Dhansura,Gujarat,23.35,73.21,830,42410
Dhanwara,Gujarat,22.11,74.06,830,0
Dhanwari,Gujarat,22.10,74.05,830,0
Dhanār,Gujarat,22.64,74.22,1669,37303
Dhaoriphalia,Gujarat,23.09,74.01,925,62711
Dhara,Gujarat,24.27,72.79,1056,24654
Dharabandar,Gujarat,20.81,71.23,3,15316
Dharampore,Gujarat,20.54,73.17,242,63742
Dharampur,Gujarat,20.54,73.17,242,63742
Dharampuri Para,Gujarat,22.77,74.34,1076,64679
Dharamri,Gujarat,23.24,73.33,344,27706
Dharara,Gujarat,24.27,72.78,1056,23974
Dhareda,Gujarat,24.27,72.78,1056,23974
Dharesi,Gujarat,23.69,68.86,219,2682
Dharmaj,Gujarat,22.41,72.79,72,97201
Dharoi,Gujarat,24.00,72.85,830,26834
Dharol,Gujarat,23.94,73.11,830,26455
Dharola Mota,Gujarat,23.23,73.79,347,31501
Dharola Nāna,Gujarat,23.24,73.79,347,31496
Dhasa,Gujarat,21.80,71.52,403,25102
Dhawaria,Gujarat,23.14,74.16,830,54654
Dhebar,Gujarat,22.99,74.36,872,37194
Dhechania,Gujarat,23.85,73.19,830,28730
Dhegalvada,Gujarat,23.34,73.76,278,30098
Dhekua,Gujarat,23.64,73.61,830,31643
Dhelāna,Gujarat,24.14,72.55,830,45838
Dhemda,Gujarat,23.54,73.64,830,39749
Dhenkava,Gujarat,23.41,73.61,830,35130
Dhera Muwāra,Gujarat,23.13,73.47,255,56197
Dheri,Gujarat,24.35,72.52,830,17607
Dheria,Gujarat,23.07,73.94,830,46161
Dheria,Gujarat,23.58,73.55,830,41128
Dheria Muwara,Gujarat,23.12,73.12,246,39159
Dhesia,Gujarat,23.09,73.48,203,43404
Dhinoj,Gujarat,23.66,72.28,229,31974
Dhirakhat Muvada,Gujarat,23.38,73.52,830,34098
Dhirpura,Gujarat,23.14,73.24,275,28906
Dhirpura Muwara,Gujarat,23.15,73.24,272,28906
Dhirākhāt Muvāda,Gujarat,23.37,73.52,830,31886
Dhirāsana,Gujarat,23.94,73.07,830,26066
Dhogan,Gujarat,24.13,72.93,830,25016
Dhola,Gujarat,21.88,71.77,193,22294
Dholakhakhra,Gujarat,23.02,74.30,839,54016
Dholasa,Gujarat,20.82,70.86,98,25023
Dholi,Gujarat,23.26,73.51,374,24337
